"","GOID","Term","Class","Pvalue","p.adj","nlog10p.adj","OddsRatio","ExpCount","Count","Size","cluster"
"5386","GO:0035932","aldosterone secretion","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5387","GO:0036093","germ cell proliferation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5388","GO:0036446","myofibroblast differentiation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5389","GO:0042256","mature ribosome assembly","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5390","GO:0042636","negative regulation of hair cycle","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5391","GO:0042661","regulation of mesodermal cell fate specification","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5392","GO:0042791","5S class rRNA transcription by RNA polymerase III","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5393","GO:0042866","pyruvate biosynthetic process","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5394","GO:0043308","eosinophil degranulation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5395","GO:0044531","modulation of programmed cell death in other organism","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5396","GO:0044532","modulation of apoptotic process in other organism","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5397","GO:0044691","tooth eruption","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5398","GO:0045347","negative regulation of MHC class II biosynthetic process","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5399","GO:0045634","regulation of melanocyte differentiation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5400","GO:0045719","negative regulation of glycogen biosynthetic process","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5401","GO:0045915","positive regulation of catecholamine metabolic process","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5402","GO:0045964","positive regulation of dopamine metabolic process","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5403","GO:0046137","negative regulation of vitamin metabolic process","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5404","GO:0046826","negative regulation of protein export from nucleus","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5405","GO:0050904","diapedesis","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5406","GO:0051105","regulation of DNA ligation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5407","GO:0051454","intracellular pH elevation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5408","GO:0051661","maintenance of centrosome location","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5409","GO:0051891","positive regulation of cardioblast differentiation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5410","GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5411","GO:0052150","modulation by symbiont of host apoptotic process","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5412","GO:0052248","modulation of programmed cell death in other organism involved in symbiotic interaction","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5413","GO:0052433","modulation by organism of apoptotic process in other organism involved in symbiotic interaction","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5414","GO:0055009","atrial cardiac muscle tissue morphogenesis","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5415","GO:0055059","asymmetric neuroblast division","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5416","GO:0060136","embryonic process involved in female pregnancy","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5417","GO:0060264","regulation of respiratory burst involved in inflammatory response","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5418","GO:0060268","negative regulation of respiratory burst","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5419","GO:0060298","positive regulation of sarcomere organization","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5420","GO:0060309","elastin catabolic process","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5421","GO:0060318","definitive erythrocyte differentiation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5422","GO:0060392","negative regulation of SMAD protein signal transduction","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5423","GO:0060685","regulation of prostatic bud formation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5424","GO:0060687","regulation of branching involved in prostate gland morphogenesis","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5425","GO:0060754","positive regulation of mast cell chemotaxis","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5426","GO:0060842","arterial endothelial cell differentiation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5427","GO:0061038","uterus morphogenesis","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5428","GO:0061419","positive regulation of transcription from RNA polymerase II promoter in response to hypoxia","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5429","GO:0061470","T follicular helper cell differentiation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5430","GO:0061734","parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5431","GO:0061743","motor learning","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5432","GO:0070141","response to UV-A","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5433","GO:0070257","positive regulation of mucus secretion","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5434","GO:0070562","regulation of vitamin D receptor signaling pathway","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5435","GO:0070782","phosphatidylserine exposure on apoptotic cell surface","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5436","GO:0071638","negative regulation of monocyte chemotactic protein-1 production","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5437","GO:0071866","negative regulation of apoptotic process in bone marrow cell","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5438","GO:0071896","protein localization to adherens junction","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5439","GO:0071926","endocannabinoid signaling pathway","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5440","GO:0072038","mesenchymal stem cell maintenance involved in nephron morphogenesis","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5441","GO:0072049","comma-shaped body morphogenesis","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5442","GO:0072103","glomerulus vasculature morphogenesis","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5443","GO:0072104","glomerular capillary formation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5444","GO:0072174","metanephric tubule formation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5445","GO:0072318","clathrin coat disassembly","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5446","GO:0072675","osteoclast fusion","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5447","GO:0090241","negative regulation of histone H4 acetylation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5448","GO:0090678","cell dedifferentiation involved in phenotypic switching","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5449","GO:0097327","response to antineoplastic agent","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5450","GO:0097475","motor neuron migration","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5451","GO:0097638","L-arginine import across plasma membrane","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5452","GO:0097647","amylin receptor signaling pathway","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5453","GO:0097680","double-strand break repair via classical nonhomologous end joining","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5454","GO:0098937","anterograde dendritic transport","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5455","GO:0106001","intestinal hexose absorption","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5456","GO:1900019","regulation of protein kinase C activity","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5457","GO:1900020","positive regulation of protein kinase C activity","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5458","GO:1900241","positive regulation of phenotypic switching","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5459","GO:1901341","positive regulation of store-operated calcium channel activity","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5460","GO:1901723","negative regulation of cell proliferation involved in kidney development","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5461","GO:1901727","positive regulation of histone deacetylase activity","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5462","GO:1901897","regulation of relaxation of cardiac muscle","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5463","GO:1901977","negative regulation of cell cycle checkpoint","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5464","GO:1902035","positive regulation of hematopoietic stem cell proliferation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5465","GO:1902047","polyamine transmembrane transport","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5466","GO:1902338","negative regulation of apoptotic process involved in morphogenesis","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5467","GO:1902498","regulation of protein autoubiquitination","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5468","GO:1902525","regulation of protein monoubiquitination","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5469","GO:1903026","negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5470","GO:1903121","regulation of TRAIL-activated apoptotic signaling pathway","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5471","GO:1903525","regulation of membrane tubulation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5472","GO:1903721","positive regulation of I-kappaB phosphorylation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5473","GO:1903935","response to sodium arsenite","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5474","GO:1904179","positive regulation of adipose tissue development","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5475","GO:1904428","negative regulation of tubulin deacetylation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5476","GO:1904627","response to phorbol 13-acetate 12-myristate","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5477","GO:1904628","cellular response to phorbol 13-acetate 12-myristate","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5478","GO:1904746","negative regulation of apoptotic process involved in development","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5479","GO:1905174","regulation of vascular associated smooth muscle cell dedifferentiation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5480","GO:1905274","regulation of modification of postsynaptic actin cytoskeleton","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5481","GO:1905323","telomerase holoenzyme complex assembly","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5482","GO:1990036","calcium ion import into sarcoplasmic reticulum","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5483","GO:1990936","vascular associated smooth muscle cell dedifferentiation","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5484","GO:2000110","negative regulation of macrophage apoptotic process","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5485","GO:2000323","negative regulation of glucocorticoid receptor signaling pathway","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5486","GO:2000371","regulation of DNA topoisomerase (ATP-hydrolyzing) activity","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5487","GO:2000373","positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5488","GO:2000405","negative regulation of T cell migration","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5489","GO:2000646","positive regulation of receptor catabolic process","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5490","GO:2000855","regulation of mineralocorticoid secretion","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5491","GO:2000858","regulation of aldosterone secretion","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5492","GO:2001137","positive regulation of endocytic recycling","BP",0.305492914406878,0.466249382476048,0.331381730384162,3.19513951395139,0.353652072511396,1,6,"7"
"5493","GO:0002455","humoral immune response mediated by circulating immunoglobulin","BP",0.306543187738116,0.46764558449737,0.330083161901216,1.22180593399939,9.13601187321107,11,155,"7"
"5494","GO:0030509","BMP signaling pathway","BP",0.306543187738116,0.46764558449737,0.330083161901216,1.22180593399939,9.13601187321107,11,155,"7"
"5495","GO:0016311","dephosphorylation","BP",0.306575099834532,0.46764558449737,0.330083161901216,1.11394524959742,28.9994699459345,32,492,"7"
"5496","GO:0001975","response to amphetamine","BP",0.307892326473552,0.468972102580649,0.328852991092242,1.59819657348963,1.94508639881268,3,33,"7"
"5497","GO:0003338","metanephros morphogenesis","BP",0.307892326473552,0.468972102580649,0.328852991092242,1.59819657348963,1.94508639881268,3,33,"7"
"5498","GO:0010039","response to iron ion","BP",0.307892326473552,0.468972102580649,0.328852991092242,1.59819657348963,1.94508639881268,3,33,"7"
"5499","GO:0033006","regulation of mast cell activation involved in immune response","BP",0.307892326473552,0.468972102580649,0.328852991092242,1.59819657348963,1.94508639881268,3,33,"7"
"5500","GO:0034331","cell junction maintenance","BP",0.307892326473552,0.468972102580649,0.328852991092242,1.59819657348963,1.94508639881268,3,33,"7"
"5501","GO:0035025","positive regulation of Rho protein signal transduction","BP",0.307892326473552,0.468972102580649,0.328852991092242,1.59819657348963,1.94508639881268,3,33,"7"
"5502","GO:0040018","positive regulation of multicellular organism growth","BP",0.307892326473552,0.468972102580649,0.328852991092242,1.59819657348963,1.94508639881268,3,33,"7"
"5503","GO:0043928","exonucleolytic catabolism of deadenylated mRNA","BP",0.307892326473552,0.468972102580649,0.328852991092242,1.59819657348963,1.94508639881268,3,33,"7"
"5504","GO:0032677","regulation of interleukin-8 production","BP",0.308286528485594,0.469136666145167,0.328700622729194,1.30144165000526,5.48160712392664,7,93,"7"
"5505","GO:0051302","regulation of cell division","BP",0.308436572907064,0.469136666145167,0.328700622729194,1.20720411663808,10.0790840665748,12,171,"7"
"5506","GO:1905952","regulation of lipid localization","BP",0.308436572907064,0.469136666145167,0.328700622729194,1.20720411663808,10.0790840665748,12,171,"7"
"5507","GO:0001696","gastric acid secretion","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5508","GO:0007625","grooming behavior","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5509","GO:0010561","negative regulation of glycoprotein biosynthetic process","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5510","GO:0010663","positive regulation of striated muscle cell apoptotic process","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5511","GO:0010666","positive regulation of cardiac muscle cell apoptotic process","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5512","GO:0010744","positive regulation of macrophage derived foam cell differentiation","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5513","GO:0019054","modulation by virus of host cellular process","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5514","GO:0035089","establishment of apical/basal cell polarity","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5515","GO:0035728","response to hepatocyte growth factor","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5516","GO:0039535","regulation of RIG-I signaling pathway","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5517","GO:0045091","regulation of single stranded viral RNA replication via double stranded DNA intermediate","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5518","GO:0045683","negative regulation of epidermis development","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5519","GO:0046653","tetrahydrofolate metabolic process","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5520","GO:0051546","keratinocyte migration","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5521","GO:0060749","mammary gland alveolus development","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5522","GO:0061377","mammary gland lobule development","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5523","GO:0070233","negative regulation of T cell apoptotic process","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5524","GO:0071625","vocalization behavior","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5525","GO:0072074","kidney mesenchyme development","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5526","GO:0090153","regulation of sphingolipid biosynthetic process","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5527","GO:0098543","detection of other organism","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5528","GO:1900747","negative regulation of vascular endothelial growth factor signaling pathway","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5529","GO:1903975","regulation of glial cell migration","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5530","GO:1905038","regulation of membrane lipid metabolic process","BP",0.309511544235597,0.469136666145167,0.328700622729194,1.87991520932697,1.11989822961942,2,19,"7"
"5531","GO:0016579","protein deubiquitination","BP",0.311698085268724,0.472365458456418,0.325721867515422,1.15164684354986,16.6805894201209,19,283,"7"
"5532","GO:0045444","fat cell differentiation","BP",0.311763853144682,0.472379721087984,0.325708754599218,1.16888311168883,13.8513728400297,16,235,"7"
"5533","GO:0003006","developmental process involved in reproduction","BP",0.312715635838325,0.473514386547313,0.324666821511403,1.07546514708973,59.0598961094032,63,1002,"7"
"5534","GO:0002279","mast cell activation involved in immune response","BP",0.313254857382695,0.473514386547313,0.324666821511403,1.45306859205776,2.82921658009117,4,48,"7"
"5535","GO:0008089","anterograde axonal transport","BP",0.313254857382695,0.473514386547313,0.324666821511403,1.45306859205776,2.82921658009117,4,48,"7"
"5536","GO:0032648","regulation of interferon-beta production","BP",0.313254857382695,0.473514386547313,0.324666821511403,1.45306859205776,2.82921658009117,4,48,"7"
"5537","GO:0033628","regulation of cell adhesion mediated by integrin","BP",0.313254857382695,0.473514386547313,0.324666821511403,1.45306859205776,2.82921658009117,4,48,"7"
"5538","GO:0042220","response to cocaine","BP",0.313254857382695,0.473514386547313,0.324666821511403,1.45306859205776,2.82921658009117,4,48,"7"
"5539","GO:0042461","photoreceptor cell development","BP",0.313254857382695,0.473514386547313,0.324666821511403,1.45306859205776,2.82921658009117,4,48,"7"
"5540","GO:0046461","neutral lipid catabolic process","BP",0.313254857382695,0.473514386547313,0.324666821511403,1.45306859205776,2.82921658009117,4,48,"7"
"5541","GO:0046464","acylglycerol catabolic process","BP",0.313254857382695,0.473514386547313,0.324666821511403,1.45306859205776,2.82921658009117,4,48,"7"
"5542","GO:0051932","synaptic transmission, GABAergic","BP",0.313254857382695,0.473514386547313,0.324666821511403,1.45306859205776,2.82921658009117,4,48,"7"
"5543","GO:0051972","regulation of telomerase activity","BP",0.313254857382695,0.473514386547313,0.324666821511403,1.45306859205776,2.82921658009117,4,48,"7"
"5544","GO:0060324","face development","BP",0.313254857382695,0.473514386547313,0.324666821511403,1.45306859205776,2.82921658009117,4,48,"7"
"5545","GO:0062237","protein localization to postsynapse","BP",0.313254857382695,0.473514386547313,0.324666821511403,1.45306859205776,2.82921658009117,4,48,"7"
"5546","GO:0014896","muscle hypertrophy","BP",0.313360093316386,0.473514386547313,0.324666821511403,1.26653752331755,6.42467931729036,8,109,"7"
"5547","GO:0021510","spinal cord development","BP",0.313360093316386,0.473514386547313,0.324666821511403,1.26653752331755,6.42467931729036,8,109,"7"
"5548","GO:0007062","sister chromatid cohesion","BP",0.313470851789095,0.473596373413157,0.324591631903135,1.3780643553562,3.71334676136966,5,63,"7"
"5549","GO:0018394","peptidyl-lysine acetylation","BP",0.315426837209742,0.476465624345297,0.321968427020796,1.19959090909091,10.13802607866,12,172,"7"
"5550","GO:0070646","protein modification by small protein removal","BP",0.316672609616753,0.478261227713085,0.320334825636055,1.14298796441654,17.6826036255698,20,300,"7"
"5551","GO:0043500","muscle adaptation","BP",0.316941820422346,0.478581577874276,0.320044022775506,1.24067589958421,7.36775151065409,9,125,"7"
"5552","GO:0044242","cellular lipid catabolic process","BP",0.317733653539728,0.479690829245317,0.319038584319647,1.16350364963504,13.9103148521149,16,236,"7"
"5553","GO:0043271","negative regulation of ion transport","BP",0.321251515191496,0.48482718767287,0.314413034210513,1.20493200452888,9.25389589738153,11,157,"7"
"5554","GO:0048634","regulation of muscle organ development","BP",0.321251515191496,0.48482718767287,0.314413034210513,1.20493200452888,9.25389589738153,11,157,"7"
"5555","GO:0090398","cellular senescence","BP",0.321952316922703,0.48579735741604,0.313544851949071,1.31395377641259,4.65641895473338,6,79,"7"
"5556","GO:0006900","vesicle budding from membrane","BP",0.322221629477257,0.48602873821817,0.313338050736522,1.2540494458653,6.4836213293756,8,110,"7"
"5557","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",0.322221629477257,0.48602873821817,0.313338050736522,1.2540494458653,6.4836213293756,8,110,"7"
"5558","GO:0006937","regulation of muscle contraction","BP",0.322455270335163,0.486293644467315,0.313101406333142,1.19207227555054,10.1969680907453,12,173,"7"
"5559","GO:0002756","MyD88-independent toll-like receptor signaling pathway","BP",0.324350620003952,0.488624532148298,0.311024732390876,1.54655458273946,2.00402841089791,3,34,"7"
"5560","GO:0007202","activation of phospholipase C activity","BP",0.324350620003952,0.488624532148298,0.311024732390876,1.54655458273946,2.00402841089791,3,34,"7"
"5561","GO:0007616","long-term memory","BP",0.324350620003952,0.488624532148298,0.311024732390876,1.54655458273946,2.00402841089791,3,34,"7"
"5562","GO:0036474","cell death in response to hydrogen peroxide","BP",0.324350620003952,0.488624532148298,0.311024732390876,1.54655458273946,2.00402841089791,3,34,"7"
"5563","GO:0046685","response to arsenic-containing substance","BP",0.324350620003952,0.488624532148298,0.311024732390876,1.54655458273946,2.00402841089791,3,34,"7"
"5564","GO:0070232","regulation of T cell apoptotic process","BP",0.324350620003952,0.488624532148298,0.311024732390876,1.54655458273946,2.00402841089791,3,34,"7"
"5565","GO:0051926","negative regulation of calcium ion transport","BP",0.325250790612267,0.489892565482843,0.309899151264789,1.3546307779462,3.77228877345489,5,64,"7"
"5566","GO:0002067","glandular epithelial cell differentiation","BP",0.326834687745719,0.49148337866606,0.308491164862713,1.42069795427196,2.8881585921764,4,49,"7"
