gene_id,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,p_adj_FDR,nlog10p.adj,nlog10p.FDR,TE_class,TE_family,deg,nlog10p.adj_max,deglabs
C14orf119,3.08E-86,-0.28064252,0.057,0.26,1.00E-81,5.16E-86,80.99907544,85.28761107,NA,NA,NO,80.99907544,NA
C18orf32,1.33E-83,-0.338334919,0.346,0.651,4.33E-79,2.12E-83,78.36388583,82.67296902,NA,NA,NO,78.36388583,NA
C19orf53,2.50E-144,-0.518175719,0.388,0.751,8.12E-140,1.15E-143,139.0903177,142.9380452,NA,NA,DOWN,139.0903177,NA
C1orf122,3.29E-109,-0.44779129,0.185,0.475,1.07E-104,8.34E-109,103.9712554,108.0786203,NA,NA,NO,103.9712554,NA
C1orf43,1.81E-156,-0.518018861,0.137,0.479,5.90E-152,1.08E-155,151.229285,154.9650388,NA,NA,DOWN,151.229285,NA
C1orf54,1.90E-61,-0.279943228,0.018,0.152,6.18E-57,2.44E-61,56.20922573,60.61248093,NA,NA,NO,56.20922573,NA
C1orf61,3.83E-12,-0.396806073,0.498,0.601,1.25E-07,4.12E-12,6.90473253,11.3850635,NA,NA,NO,6.90473253,NA
C1QA,3.92E-57,-1.833732545,0.068,0.211,1.27E-52,4.92E-57,51.89479749,56.30817389,NA,NA,DOWN,51.89479749,NA
C1QB,1.77E-51,-2.112224133,0.083,0.223,5.74E-47,2.14E-51,46.24106213,50.67003759,NA,NA,DOWN,46.24106213,NA
C1QBP,1.01E-74,-0.395877234,0.224,0.461,3.28E-70,1.42E-74,69.48416454,73.84786503,NA,NA,NO,69.48416454,NA
C1QC,9.27E-52,-1.255923297,0.025,0.141,3.01E-47,1.13E-51,46.52107953,50.94852954,NA,NA,DOWN,46.52107953,NA
C1R,1.85E-66,-0.401981191,0.076,0.253,6.03E-62,2.46E-66,61.21987789,65.60834297,NA,NA,NO,61.21987789,NA
C21orf62,1.91E-48,-0.275439253,0.04,0.164,6.20E-44,2.27E-48,43.20760348,47.64322798,NA,NA,NO,43.20760348,NA
C3,8.35E-62,-0.557546881,0.029,0.169,2.71E-57,1.07E-61,56.56633008,60.96861479,NA,NA,DOWN,56.56633008,NA
C3orf14,2.14E-68,-0.256142978,0.046,0.213,6.95E-64,2.87E-68,63.15776922,67.54186612,NA,NA,NO,63.15776922,NA
C4orf3,2.84E-183,-0.64402993,0.286,0.681,9.22E-179,2.59E-182,178.0353731,181.5866908,NA,NA,DOWN,178.0353731,NA
C7orf50,1.66E-97,-0.390917305,0.15,0.415,5.39E-93,3.41E-97,92.26866675,96.46780197,NA,NA,NO,92.26866675,NA
CA12,3.38E-48,-0.267308641,0.053,0.186,1.10E-43,4.02E-48,42.95928065,47.395804,NA,NA,NO,42.95928065,NA
CA2,3.23E-46,-0.419555467,0.03,0.142,1.05E-41,3.81E-46,40.97843646,45.41883347,NA,NA,NO,40.97843646,NA
CACYBP,7.59E-108,-0.380284148,0.177,0.471,2.47E-103,1.89E-107,102.6077196,106.7233088,NA,NA,NO,102.6077196,NA
CALD1,8.15E-56,-0.442858553,0.401,0.612,2.65E-51,1.01E-55,50.57689427,54.99382666,NA,NA,NO,50.57689427,NA
CALM1,2.05E-170,-0.801711131,0.492,0.811,6.68E-166,1.52E-169,165.1754229,168.8176347,NA,NA,DOWN,165.1754229,NA
CALM2,4.57E-294,-0.941252982,0.671,0.942,1.49E-289,2.02E-292,288.8278156,291.6937362,NA,NA,DOWN,288.8278156,NA
CALM3,2.52E-133,-0.484045398,0.242,0.583,8.20E-129,9.59E-133,128.0860976,132.0180093,NA,NA,NO,128.0860976,NA
CALR,4.92E-91,-0.449912764,0.395,0.682,1.60E-86,8.98E-91,85.79613725,90.04688432,NA,NA,NO,85.79613725,NA
CALU,1.06E-120,-0.466429495,0.185,0.5,3.44E-116,3.32E-120,115.4634704,119.479478,NA,NA,NO,115.4634704,NA
CAMK2N1,2.02E-90,-0.561404882,0.104,0.329,6.56E-86,3.64E-90,85.18310262,89.43887049,NA,NA,DOWN,85.18310262,NA
CAMLG,2.07E-82,-0.259661372,0.205,0.475,6.74E-78,3.23E-82,77.17119898,81.49098646,NA,NA,NO,77.17119898,NA
CAMTA1,5.87E-105,-0.371532359,0.24,0.554,1.91E-100,1.38E-104,99.719593,103.8595529,NA,NA,NO,99.719593,NA
CANX,1.96E-86,-0.325546758,0.338,0.645,6.37E-82,3.29E-86,81.19576952,85.4821959,NA,NA,NO,81.19576952,NA
CAP1,4.39E-139,-0.477555892,0.155,0.481,1.43E-134,1.82E-138,133.8456034,137.7405954,NA,NA,NO,133.8456034,NA
CAPG,1.44E-93,-0.483666295,0.021,0.212,4.69E-89,2.75E-93,88.32891058,92.5613738,NA,NA,NO,88.32891058,NA
CAPNS1,1.39E-79,-0.260546912,0.107,0.327,4.53E-75,2.06E-79,74.34401213,78.68668257,NA,NA,NO,74.34401213,NA
CAPZA1,2.73E-91,-0.304299699,0.119,0.363,8.88E-87,5.00E-91,86.05163821,90.30100583,NA,NA,NO,86.05163821,NA
CAPZA2,2.36E-149,-0.495596195,0.204,0.56,7.67E-145,1.22E-148,144.1154114,147.9127115,NA,NA,NO,144.1154114,NA
CAPZB,3.37E-155,-0.528877492,0.179,0.534,1.09E-150,1.97E-154,149.960651,153.705329,NA,NA,DOWN,149.960651,NA
CARHSP1,6.33E-82,-0.308339575,0.178,0.428,2.06E-77,9.76E-82,76.68676274,81.01044876,NA,NA,NO,76.68676274,NA
CAST,4.92E-110,-0.422257796,0.13,0.406,1.60E-105,1.27E-109,104.7960564,108.8969872,NA,NA,NO,104.7960564,NA
CAV1,7.46E-98,-0.929093825,0.072,0.289,2.43E-93,1.55E-97,92.61511306,96.81009232,NA,NA,DOWN,92.61511306,NA
CAVIN1,2.88E-74,-0.30069476,0.041,0.213,9.36E-70,4.03E-74,69.02849802,73.39466911,NA,NA,NO,69.02849802,NA
CBR1,1.83E-110,-0.460307811,0.152,0.437,5.94E-106,4.78E-110,105.2260874,109.3204873,NA,NA,NO,105.2260874,NA
CBX1,8.31E-81,-0.263679788,0.152,0.398,2.70E-76,1.25E-80,75.56862889,79.90229031,NA,NA,NO,75.56862889,NA
CCDC124,7.25E-94,-0.282220298,0.126,0.381,2.36E-89,1.39E-93,88.62793899,92.85751971,NA,NA,NO,88.62793899,NA
CCDC167,9.51E-98,-0.401148271,0.174,0.444,3.09E-93,1.97E-97,92.50979348,96.70633589,NA,NA,NO,92.50979348,NA
CCDC47,2.18E-86,-0.271771738,0.162,0.424,7.08E-82,3.66E-86,81.15010911,85.43695815,NA,NA,NO,81.15010911,NA
CCDC80,8.83E-61,-0.334737071,0.083,0.256,2.87E-56,1.13E-60,55.54212662,59.94635014,NA,NA,NO,55.54212662,NA
CCL2,4.90E-44,-0.706789208,0.027,0.134,1.59E-39,5.73E-44,38.79755781,43.24208818,NA,NA,DOWN,38.79755781,NA
CCL3,5.65E-35,-1.858075073,0.047,0.143,1.84E-30,6.39E-35,29.7359308,34.19434127,NA,NA,DOWN,29.7359308,NA
CCL4,7.51E-17,-1.343090278,0.051,0.109,2.44E-12,8.14E-17,11.61261666,16.08941566,NA,NA,DOWN,11.61261666,NA
CCN1,9.19E-34,-0.280773161,0.109,0.234,2.99E-29,1.03E-33,28.52493792,32.98561921,NA,NA,NO,28.52493792,NA
CCNI,1.22E-191,-0.765659406,0.382,0.755,3.97E-187,1.32E-190,186.4012935,189.8802694,NA,NA,DOWN,186.4012935,NA
CCT2,4.23E-75,-0.297597473,0.276,0.546,1.37E-70,5.97E-75,69.86179306,74.2237202,NA,NA,NO,69.86179306,NA
CCT4,6.54E-103,-0.331328503,0.166,0.45,2.12E-98,1.48E-102,97.67285237,101.8302328,NA,NA,NO,97.67285237,NA
CCT5,3.68E-94,-0.345749286,0.167,0.435,1.20E-89,7.10E-94,88.92213025,93.14880922,NA,NA,NO,88.92213025,NA
CCT6A,2.34E-94,-0.66078328,0.305,0.597,7.59E-90,4.53E-94,89.11953743,93.34378337,NA,NA,DOWN,89.11953743,NA
CCT7,1.03E-80,-0.290881752,0.194,0.451,3.35E-76,1.55E-80,75.47482259,79.80886314,NA,NA,NO,75.47482259,NA
CCT8,5.40E-68,-0.255722726,0.205,0.442,1.76E-63,7.24E-68,62.75539477,67.14016657,NA,NA,NO,62.75539477,NA
CD14,7.83E-47,-0.80683322,0.014,0.116,2.55E-42,9.27E-47,41.59416548,46.03277893,NA,NA,DOWN,41.59416548,NA
CD151,8.69E-102,-0.424051903,0.143,0.413,2.82E-97,1.92E-101,96.54901417,100.7159647,NA,NA,NO,96.54901417,NA
CD164,3.40E-82,-0.274758636,0.12,0.35,1.11E-77,5.27E-82,76.95660408,81.2783452,NA,NA,NO,76.95660408,NA
CD24,0.144905667,0.251387913,0.245,0.251,1,0.149050763,0,0.826665796,NA,NA,NO,0,NA
CD302,1.36E-49,-0.252378995,0.023,0.138,4.43E-45,1.63E-49,44.35336756,48.78748983,NA,NA,NO,44.35336756,NA
CD320,2.36E-73,-0.265514979,0.106,0.314,7.66E-69,3.27E-73,68.1157567,72.48578199,NA,NA,NO,68.1157567,NA
CD37,0.151944636,0.375277039,0.151,0.149,1,0.156105025,0,0.806583118,NA,NA,NO,0,NA
CD44,2.86E-94,-0.663464677,0.135,0.371,9.31E-90,5.54E-94,89.03102299,93.25673038,NA,NA,DOWN,89.03102299,NA
CD52,5.58E-23,0.446631271,0.144,0.084,1.82E-18,6.12E-23,17.74108357,22.21322006,NA,NA,NO,17.74108357,NA
CD59,1.52E-139,-0.528078807,0.143,0.463,4.95E-135,6.37E-139,134.3057822,138.1955354,NA,NA,DOWN,134.3057822,NA
CD63,1.64E-297,-1.297600915,0.603,0.904,5.32E-293,7.44E-296,292.2739069,295.1285464,NA,NA,DOWN,292.2739069,NA
CD68,2.46E-54,-0.377555536,0.02,0.141,8.00E-50,3.04E-54,49.09707922,53.51713156,NA,NA,NO,49.09707922,NA
CD74,5.49E-17,-1.083388762,0.252,0.34,1.78E-12,5.95E-17,11.74881225,16.22533836,NA,NA,DOWN,11.74881225,NA
CD79B,1.77E-20,0.251852605,0.141,0.082,5.76E-16,1.93E-20,15.2398997,19.71451081,NA,NA,NO,15.2398997,NA
CD81,5.57E-54,-0.286810831,0.291,0.513,1.81E-49,6.86E-54,48.74247928,53.16346325,NA,NA,NO,48.74247928,NA
CD9,2.20E-116,-0.696187083,0.303,0.603,7.16E-112,6.42E-116,111.1448102,115.1927208,NA,NA,DOWN,111.1448102,NA
CD99,2.39E-203,-1.138706467,0.256,0.625,7.76E-199,3.10E-202,198.1102309,201.5089385,NA,NA,DOWN,198.1102309,NA
CDC26,6.07E-102,-0.314161987,0.087,0.334,1.97E-97,1.35E-101,96.7051694,100.869327,NA,NA,NO,96.7051694,NA
CDC42,1.74E-116,-0.389097564,0.259,0.601,5.66E-112,5.09E-116,111.2471208,115.2935642,NA,NA,NO,111.2471208,NA
CDK1,1.27E-40,-0.302498345,0.024,0.122,4.13E-36,1.46E-40,35.38399416,39.83494135,NA,NA,NO,35.38399416,NA
CDK2AP1,2.05E-108,-0.431281807,0.202,0.495,6.65E-104,5.14E-108,103.1773527,107.2891654,NA,NA,NO,103.1773527,NA
CDK4,1.34E-28,-0.300797356,0.28,0.474,4.34E-24,1.48E-28,23.36256699,27.82943252,NA,NA,NO,23.36256699,NA
CDKN1A,7.09E-50,-0.256444041,0.034,0.158,2.30E-45,8.50E-50,44.63744543,49.07066385,NA,NA,NO,44.63744543,NA
CDKN2C,8.94E-63,-0.268133264,0.119,0.311,2.91E-58,1.16E-62,57.5365623,61.9368995,NA,NA,NO,57.5365623,NA
CDKN3,2.58E-45,-0.273792743,0.023,0.13,8.40E-41,3.03E-45,40.07596487,44.5178426,NA,NA,NO,40.07596487,NA
CEBPB,1.51E-52,-0.374155843,0.045,0.179,4.91E-48,1.85E-52,47.30870463,51.73339526,NA,NA,NO,47.30870463,NA
CEBPD,9.05E-83,-0.649948323,0.171,0.413,2.94E-78,1.41E-82,77.53159167,81.84941668,NA,NA,DOWN,77.53159167,NA
CENPF,2.67E-28,-0.52015611,0.091,0.192,8.68E-24,2.96E-28,23.06126096,27.52896301,NA,NA,DOWN,23.06126096,NA
CENPW,9.16E-44,-0.31691761,0.039,0.152,2.98E-39,1.07E-43,38.52618278,42.97100688,NA,NA,NO,38.52618278,NA
CENPX,5.94E-97,-0.370088216,0.131,0.388,1.93E-92,1.20E-96,91.71439417,95.9196897,NA,NA,NO,91.71439417,NA
CETN2,2.07E-93,-0.31490286,0.102,0.343,6.74E-89,3.93E-93,88.17164112,92.40601542,NA,NA,NO,88.17164112,NA
CFAP36,2.26E-88,-0.285719257,0.089,0.317,7.35E-84,3.92E-88,83.13350469,87.40661996,NA,NA,NO,83.13350469,NA
CFDP1,2.69E-85,-0.281027351,0.23,0.514,8.74E-81,4.42E-85,80.0585113,84.35455653,NA,NA,NO,80.0585113,NA
CFL1,0,-0.901769263,0.616,0.931,0,0,Inf,Inf,NA,NA,DOWN,320,NA
CFL2,1.48E-105,-0.397312725,0.075,0.32,4.80E-101,3.52E-105,100.318876,104.4528702,NA,NA,NO,100.318876,NA
Charlie1a,2.61E-71,0.575726441,0.71,0.741,8.47E-67,3.55E-71,66.07196112,70.44925076,DNA,hAT-Charlie,UP,66.07196112,NA
Charlie2a,0.162187003,0.261841766,0.27,0.338,1,0.166528714,0,0.778510873,DNA,hAT-Charlie,NO,0,NA
Charlie2b,0.002308364,0.376705354,0.34,0.383,1,0.002407394,0,2.618452886,DNA,hAT-Charlie,NO,0,NA
CHCHD2,1.29E-261,-1.323944623,0.618,0.876,4.20E-257,3.99E-260,256.3762463,259.3992903,NA,NA,DOWN,256.3762463,NA
CHCHD3,3.79E-100,-0.321116031,0.09,0.333,1.23E-95,8.18E-100,94.90928578,99.0872317,NA,NA,NO,94.90928578,NA
CHCHD5,4.56E-83,-0.267626541,0.105,0.33,1.48E-78,7.20E-83,77.82931159,82.14278769,NA,NA,NO,77.82931159,NA
CHD7,0.000744847,0.350165463,0.306,0.32,1,0.000778212,0,3.108901987,NA,NA,NO,0,NA
CHI3L1,2.75E-59,-0.941819641,0.173,0.358,8.94E-55,3.49E-59,54.04853207,58.45756511,NA,NA,DOWN,54.04853207,NA
CHI3L2,1.63E-42,-0.466304472,0.028,0.131,5.30E-38,1.89E-42,37.27611041,41.72356927,NA,NA,NO,37.27611041,NA
CHID1,1.33E-84,-0.258077278,0.099,0.327,4.33E-80,2.16E-84,79.36394533,83.66492578,NA,NA,NO,79.36394533,NA
CHL1,2.93E-51,-0.279222573,0.125,0.3,9.54E-47,3.54E-51,46.0205313,50.45072327,NA,NA,NO,46.0205313,NA
CHMP2A,1.20E-164,-0.577170789,0.283,0.666,3.91E-160,8.05E-164,159.4075345,163.0940101,NA,NA,DOWN,159.4075345,NA
CHMP2B,4.54E-76,-0.252686258,0.06,0.248,1.48E-71,6.48E-76,70.83069561,75.18869568,NA,NA,NO,70.83069561,NA
CHMP4B,1.64E-84,-0.274184437,0.112,0.342,5.35E-80,2.66E-84,79.27197199,83.57539917,NA,NA,NO,79.27197199,NA
CHMP5,1.41E-115,-0.383667343,0.157,0.459,4.58E-111,4.06E-115,110.3393677,114.3916505,NA,NA,NO,110.3393677,NA
CHURC1,2.00E-115,-0.406877746,0.222,0.54,6.49E-111,5.73E-115,110.1878432,114.2415736,NA,NA,NO,110.1878432,NA
CIAO2B,1.01E-122,-0.421378738,0.319,0.671,3.29E-118,3.29E-122,117.4828693,121.4828198,NA,NA,NO,117.4828693,NA
CIB1,3.02E-127,-0.449877437,0.096,0.379,9.80E-123,1.05E-126,122.0085609,125.9806462,NA,NA,NO,122.0085609,NA
CIRBP,3.19E-103,-0.490165394,0.553,0.839,1.04E-98,7.26E-103,97.98380376,102.1389015,NA,NA,NO,97.98380376,NA
CISD1,1.46E-87,-0.293934446,0.125,0.366,4.74E-83,2.49E-87,82.32461714,86.60336424,NA,NA,NO,82.32461714,NA
CISD2,2.32E-93,-0.269798765,0.102,0.345,7.54E-89,4.39E-93,88.12249205,92.35734282,NA,NA,NO,88.12249205,NA
CITED2,2.42E-56,-0.327873935,0.04,0.178,7.86E-52,3.02E-56,51.10462555,55.51998953,NA,NA,NO,51.10462555,NA
CKB,1.50E-29,-0.474144333,0.416,0.584,4.89E-25,1.67E-29,24.31060618,28.77663357,NA,NA,NO,24.31060618,NA
CKLF,1.63E-101,-0.412097812,0.155,0.423,5.31E-97,3.59E-101,96.27511447,100.4448401,NA,NA,NO,96.27511447,NA
CKS1B,1.00E-111,-0.580548752,0.068,0.31,3.26E-107,2.68E-111,106.4868935,110.5717053,NA,NA,DOWN,106.4868935,NA
CKS2,4.49E-59,-0.410230563,0.115,0.289,1.46E-54,5.68E-59,53.83605586,58.24540765,NA,NA,NO,53.83605586,NA
CLDND1,4.73E-75,-0.418463971,0.126,0.352,1.54E-70,6.67E-75,69.81334884,74.17563123,NA,NA,NO,69.81334884,NA
CLEC2B,2.18E-51,-0.368518591,0.013,0.125,7.07E-47,2.63E-51,46.15041787,50.58000201,NA,NA,NO,46.15041787,NA
CLIC1,4.30E-264,-0.940154218,0.166,0.607,1.40E-259,1.35E-262,258.8544537,261.8696724,NA,NA,DOWN,258.8544537,NA
CLIC4,3.91E-108,-0.451788518,0.099,0.359,1.27E-103,9.77E-108,102.8964721,107.0101771,NA,NA,NO,102.8964721,NA
CLINT1,3.88E-66,-1.409601679,0.196,0.394,1.26E-61,5.13E-66,60.89970182,65.28950217,NA,NA,DOWN,60.89970182,NA
CLNS1A,4.51E-108,-0.346595503,0.16,0.449,1.47E-103,1.13E-107,102.8336109,106.9479449,NA,NA,NO,102.8336109,NA
CLPP,2.68E-106,-0.329382204,0.111,0.374,8.72E-102,6.48E-106,101.0594099,105.1885718,NA,NA,NO,101.0594099,NA
CLTA,6.14E-169,-0.614952757,0.264,0.635,1.99E-164,4.36E-168,163.7000871,167.3605493,NA,NA,DOWN,163.7000871,NA
CLU,2.12E-97,-0.952341695,0.427,0.674,6.90E-93,4.35E-97,92.16121257,96.36189608,NA,NA,DOWN,92.16121257,NA
CMSS1,1.78E-88,-0.312205142,0.114,0.351,5.77E-84,3.08E-88,83.23855435,87.51079666,NA,NA,NO,83.23855435,NA
CNBP,4.63E-181,-0.658417112,0.266,0.656,1.50E-176,4.00E-180,175.8224907,179.3983766,NA,NA,DOWN,175.8224907,NA
CNIH4,2.39E-117,-0.401372018,0.085,0.352,7.77E-113,7.10E-117,112.1094908,116.1485228,NA,NA,NO,112.1094908,NA
CNN3,1.92E-186,-1.251121473,0.195,0.549,6.25E-182,1.86E-185,181.204093,184.7293689,NA,NA,DOWN,181.204093,NA
CNP,3.67E-60,-0.544680351,0.156,0.359,1.19E-55,4.68E-60,54.92322048,59.32969507,NA,NA,DOWN,54.92322048,NA
CNTN1,0.00783609,0.311551006,0.155,0.148,1,0.008147645,0,2.088967889,NA,NA,NO,0,NA
COA1,1.86E-80,-0.251505545,0.143,0.382,6.06E-76,2.80E-80,75.21744502,79.55337627,NA,NA,NO,75.21744502,NA
COA3,1.76E-107,-0.363942243,0.16,0.451,5.71E-103,4.31E-107,102.2435249,106.3653361,NA,NA,NO,102.2435249,NA
COA4,4.33E-86,-0.276006654,0.171,0.435,1.41E-81,7.19E-86,80.85156353,85.1434528,NA,NA,NO,80.85156353,NA
COA8,8.48E-86,-0.275522659,0.107,0.336,2.76E-81,1.40E-85,80.55946317,84.85260341,NA,NA,NO,80.55946317,NA
COL20A1,6.99E-12,0.296220393,0.111,0.075,2.27E-07,7.50E-12,6.64382763,11.12496961,NA,NA,NO,6.64382763,NA
COL6A1,1.37E-51,-0.379626749,0.134,0.306,4.45E-47,1.66E-51,46.35137716,50.77974308,NA,NA,NO,46.35137716,NA
COMMD6,2.44E-209,-0.704678091,0.34,0.753,7.93E-205,3.42E-208,204.1007289,207.4654899,NA,NA,DOWN,204.1007289,NA
COMT,1.43E-148,-0.546407974,0.177,0.52,4.65E-144,7.33E-148,143.33238,147.1348658,NA,NA,DOWN,143.33238,NA
COPE,2.36E-196,-0.706759854,0.288,0.685,7.66E-192,2.71E-195,191.1158606,194.5668078,NA,NA,DOWN,191.1158606,NA
COPS6,5.22E-75,-0.299160384,0.324,0.612,1.70E-70,7.35E-75,69.77046911,74.13346113,NA,NA,NO,69.77046911,NA
COPS8,8.14E-124,-0.42203521,0.121,0.416,2.64E-119,2.68E-123,118.5776339,122.5718212,NA,NA,NO,118.5776339,NA
COPS9,3.10E-188,-0.642193228,0.303,0.705,1.01E-183,3.18E-187,182.9973014,186.4974666,NA,NA,DOWN,182.9973014,NA
COPZ1,5.46E-96,-0.334274991,0.133,0.39,1.77E-91,1.09E-95,90.75093338,94.96330721,NA,NA,NO,90.75093338,NA
COTL1,1.04E-79,-0.389731344,0.139,0.366,3.39E-75,1.54E-79,74.47024719,78.81217397,NA,NA,NO,74.47024719,NA
COX14,1.25E-79,-0.263605678,0.164,0.413,4.07E-75,1.85E-79,74.39032429,78.73262306,NA,NA,NO,74.39032429,NA
COX16,1.15E-150,-0.474820391,0.152,0.5,3.73E-146,6.12E-150,145.4279004,149.2133013,NA,NA,NO,145.4279004,NA
COX17,1.55E-90,-0.355499596,0.252,0.543,5.05E-86,2.81E-90,85.29679377,89.55165307,NA,NA,NO,85.29679377,NA
COX4I1,1.80E-167,-0.57784284,0.609,0.915,5.86E-163,1.25E-166,162.2322851,165.9015927,NA,NA,DOWN,162.2322851,NA
COX5A,2.67E-117,-0.499511351,0.27,0.588,8.69E-113,7.93E-117,112.0610867,116.1008656,NA,NA,NO,112.0610867,NA
COX5B,2.79E-94,-0.429797993,0.512,0.789,9.08E-90,5.40E-94,89.04206795,93.26728874,NA,NA,NO,89.04206795,NA
COX6A1,2.35E-101,-0.38577945,0.552,0.848,7.65E-97,5.17E-101,96.11648264,100.2867611,NA,NA,NO,96.11648264,NA
COX6B1,1.48E-107,-0.432923235,0.534,0.854,4.81E-103,3.65E-107,102.3182471,106.4382011,NA,NA,NO,102.3182471,NA
COX6C,6.27E-95,-0.494289195,0.592,0.866,2.04E-90,1.22E-94,89.6909717,93.9122799,NA,NA,NO,89.6909717,NA
COX7A2,8.45E-213,-0.715636136,0.525,0.866,2.75E-208,1.23E-211,207.5613587,210.9117616,NA,NA,DOWN,207.5613587,NA
COX7A2L,9.85E-143,-0.435420063,0.169,0.508,3.20E-138,4.37E-142,137.4944539,141.3592594,NA,NA,NO,137.4944539,NA
COX7B,8.41E-157,-0.562454576,0.397,0.756,2.73E-152,5.11E-156,151.5634373,155.2916116,NA,NA,DOWN,151.5634373,NA
COX7C,4.43E-87,-0.381524445,0.699,0.93,1.44E-82,7.52E-87,81.84141963,86.12359651,NA,NA,NO,81.84141963,NA
COX8A,3.43E-189,-0.684011149,0.403,0.779,1.12E-184,3.61E-188,183.9524241,187.4421239,NA,NA,DOWN,183.9524241,NA
CPE,7.64E-32,-0.312141009,0.253,0.417,2.48E-27,8.54E-32,26.60502634,31.06852957,NA,NA,NO,26.60502634,NA
CPNE3,5.49E-104,-0.335143653,0.148,0.432,1.78E-99,1.27E-103,98.74875808,102.8946028,NA,NA,NO,98.74875808,NA
CRIP2,1.51E-83,-0.333418117,0.103,0.327,4.92E-79,2.41E-83,78.30839573,82.61788012,NA,NA,NO,78.30839573,NA
CRYAB,4.80E-114,-1.645653281,0.285,0.561,1.56E-109,1.34E-113,108.8068712,112.8727157,NA,NA,DOWN,108.8068712,NA
CSDE1,8.82E-89,-0.286487153,0.23,0.518,2.87E-84,1.54E-88,83.54286386,87.81247674,NA,NA,NO,83.54286386,NA
CSNK1A1,1.23E-82,-0.304370548,0.308,0.615,4.00E-78,1.92E-82,77.39818035,81.7167914,NA,NA,NO,77.39818035,NA
CSNK2B,5.23E-140,-0.478009054,0.217,0.561,1.70E-135,2.21E-139,134.7696704,138.6551865,NA,NA,NO,134.7696704,NA
CSRP1,1.15E-84,-0.400834362,0.036,0.222,3.73E-80,1.87E-84,79.42874407,83.72931538,NA,NA,NO,79.42874407,NA
CSRP2,1.04E-151,-0.900127987,0.112,0.425,3.37E-147,5.70E-151,146.4726634,150.244449,NA,NA,DOWN,146.4726634,NA
CST3,1.04E-79,-0.782829767,0.587,0.779,3.38E-75,1.54E-79,74.4708844,78.81243889,NA,NA,DOWN,74.4708844,NA
CSTB,5.67E-162,-0.678632546,0.247,0.615,1.84E-157,3.68E-161,156.7343226,160.4340601,NA,NA,DOWN,156.7343226,NA
CTNNA1,1.50E-103,-0.348632404,0.108,0.373,4.88E-99,3.45E-103,98.31199466,102.4624905,NA,NA,NO,98.31199466,NA
CTSB,1.24E-154,-1.126784317,0.141,0.463,4.02E-150,7.12E-154,149.3958442,153.1478214,NA,NA,DOWN,149.3958442,NA
CTSC,2.05E-46,-0.3093912,0.043,0.163,6.67E-42,2.42E-46,41.175858,45.61595825,NA,NA,NO,41.175858,NA
CTSD,7.73E-108,-0.57474688,0.12,0.385,2.51E-103,1.92E-107,102.6000073,106.716848,NA,NA,DOWN,102.6000073,NA
CTSL,3.12E-103,-0.536189847,0.068,0.303,1.01E-98,7.11E-103,97.99378486,102.14831,NA,NA,DOWN,97.99378486,NA
CTSS,1.89E-34,-0.32724574,0.053,0.151,6.14E-30,2.13E-34,29.21213107,33.67167843,NA,NA,NO,29.21213107,NA
CTSZ,1.50E-47,-0.295563668,0.03,0.145,4.88E-43,1.78E-47,42.31180476,46.75012025,NA,NA,NO,42.31180476,NA
CUEDC2,6.17E-76,-0.276562981,0.132,0.356,2.00E-71,8.77E-76,70.69808394,75.05715855,NA,NA,NO,70.69808394,NA
CUTA,2.58E-121,-0.463085008,0.321,0.664,8.39E-117,8.18E-121,116.0760133,120.0872658,NA,NA,NO,116.0760133,NA
CWC15,1.72E-117,-0.369692729,0.208,0.537,5.60E-113,5.14E-117,112.2520202,116.288804,NA,NA,NO,112.2520202,NA
CXCL14,1.18E-38,-0.36701057,0.031,0.13,3.82E-34,1.34E-38,33.4177038,37.87268561,NA,NA,NO,33.4177038,NA
CXCL16,1.43E-51,-0.26996613,0.02,0.136,4.64E-47,1.73E-51,46.33380274,50.76247354,NA,NA,NO,46.33380274,NA
CXXC5,3.39E-87,-0.337829401,0.148,0.397,1.10E-82,5.78E-87,81.95741034,86.23787571,NA,NA,NO,81.95741034,NA
CYB5A,4.55E-98,-0.33075604,0.073,0.306,1.48E-93,9.49E-98,92.83049655,97.02285799,NA,NA,NO,92.83049655,NA
CYBA,1.55E-13,-0.566574196,0.158,0.219,5.03E-09,1.67E-13,8.298237386,12.7772133,NA,NA,DOWN,8.298237386,NA
CYC1,2.27E-67,-0.296431677,0.23,0.472,7.38E-63,3.04E-67,62.13200938,66.51779155,NA,NA,NO,62.13200938,NA
CYCS,4.45E-184,-0.69807365,0.3,0.684,1.44E-179,4.12E-183,178.8402202,182.384589,NA,NA,DOWN,178.8402202,NA
CYP51A1,5.34E-73,-0.254938898,0.127,0.347,1.74E-68,7.38E-73,67.76027548,72.13169385,NA,NA,NO,67.76027548,NA
CYSTM1,2.37E-111,-0.4159055,0.057,0.295,7.70E-107,6.30E-111,106.113579,110.2006797,NA,NA,NO,106.113579,NA
CYTOR,1.58E-58,-0.262489766,0.102,0.283,5.15E-54,2.00E-58,53.28822621,57.69916824,NA,NA,NO,53.28822621,NA
DAB2,8.55E-35,-0.340971842,0.029,0.118,2.78E-30,9.65E-35,29.55628996,34.01555337,NA,NA,NO,29.55628996,NA
DAD1,4.00E-195,-0.654279749,0.284,0.688,1.30E-190,4.51E-194,189.8860325,193.3455798,NA,NA,DOWN,189.8860325,NA
